product_name,brand_name,SKU,price,order_id,product_description,data_generated_at
Limited Edition Drone,Canon,RLI-5466-HZ,$175.72,ORD-729092680,A organic smartphone made with high-quality nylon.,2026-07-21 18:39:08.831050
Classic Smartphone,Sony,LBP-6863-ZG,$366.77,ORD-369052999,A eco-friendly blender made with high-quality stainless steel.,2026-07-21 18:39:08.831063
Waterproof Yoga Mat,Levi's,KAX-7621-CS,$53.43,ORD-673940279,A lightweight vacuum cleaner made with high-quality wool.,2026-07-21 18:39:08.831076
High-Performance Smartphone,Amazon Basics,NPS-2351-EH,$565.85,ORD-212312072,A deluxe smartwatch made with high-quality bamboo.,2026-07-21 18:39:08.831089
Premium Camera,Anker,IHY-5494-FX,$530.88,ORD-230497315,A high-performance air purifier made with high-quality aluminum.,2026-07-21 18:39:08.831102
Ergonomic Smartwatch,ASUS,RQX-9103-CP,$735.53,ORD-992237236,A vintage gaming chair made with high-quality wool.,2026-07-21 18:39:08.831115
Professional Coffee Maker,Nintendo,ELC-9344-IU,$729.67,ORD-370203747,A classic keyboard made with high-quality silicone.,2026-07-21 18:39:08.831127
Lightweight Coffee Maker,Nespresso,WMH-7152-OT,$364.92,ORD-982592635,A handcrafted tablet made with high-quality recycled plastic.,2026-07-21 18:39:08.831140
Professional Water Bottle,Bose,OZR-1321-GK,$382.10,ORD-530102582,A premium smartwatch made with high-quality leather.,2026-07-21 18:39:08.831153
Portable Air Fryer,LG,OGV-7005-TJ,$513.29,ORD-289894875,A vintage air purifier made with high-quality glass.,2026-07-21 18:39:08.831166
Modern Camera,New Balance,RWH-4558-VY,$179.95,ORD-465844484,A vintage sneakers made with high-quality wood.,2026-07-21 18:39:08.831179
Waterproof Laptop,Amazon Basics,VYQ-9900-ZL,$469.59,ORD-235497515,A waterproof e-reader made with high-quality cotton.,2026-07-21 18:39:08.831192
Limited Edition E-Reader,Bose,FNN-9809-YS,$171.97,ORD-648513920,A classic headphones made with high-quality stainless steel.,2026-07-21 18:39:08.831206
Ergonomic Keyboard,Nintendo,NJK-7757-XP,$385.77,ORD-704371382,A wireless vacuum cleaner made with high-quality nylon.,2026-07-21 18:39:08.831219
High-Performance Wireless Earbuds,LG,MRG-7711-YJ,$549.63,ORD-593832256,A classic air purifier made with high-quality polyester.,2026-07-21 18:39:08.831232
Lightweight Sneakers,Dyson,CGE-1900-QR,$161.09,ORD-633858495,A portable monitor made with high-quality cashmere.,2026-07-21 18:39:08.831245
High-Performance Sneakers,HP,JTU-4385-RK,$205.76,ORD-903778548,A classic drone made with high-quality glass.,2026-07-21 18:39:08.831258
Ultra E-Reader,Canon,ABJ-7826-PL,$34.17,ORD-456060971,A organic air purifier made with high-quality silicone.,2026-07-21 18:39:08.831271
Limited Edition Sneakers,Microsoft,RBK-3971-BO,$361.22,ORD-512078855,A ultra electric toothbrush made with high-quality cashmere.,2026-07-21 18:39:08.831284
Smart Blender,Xiaomi,VOA-9236-RL,$118.02,ORD-500791945,A compact vacuum cleaner made with high-quality glass.,2026-07-21 18:39:08.831297
Ultra Mouse,Amazon Basics,MIY-4118-HZ,$983.83,ORD-892711815,A premium tablet made with high-quality wood.,2026-07-21 18:39:08.831310
Vintage E-Reader,Nintendo,MSI-2223-UQ,$90.86,ORD-828276669,A limited edition electric toothbrush made with high-quality leather.,2026-07-21 18:39:08.831324
Waterproof Tablet,Philips,GDQ-4276-IO,$281.94,ORD-650539096,A smart laptop made with high-quality carbon fiber.,2026-07-21 18:39:08.831337
Limited Edition Vacuum Cleaner,Panasonic,WZI-7609-CH,$525.99,ORD-773384655,A compact headphones made with high-quality wood.,2026-07-21 18:39:08.831352
Waterproof Electric Toothbrush,Puma,RGR-8244-DH,$513.06,ORD-893922439,A smart camera made with high-quality glass.,2026-07-21 18:39:08.831365
Smart Smartwatch,LG,TBP-6108-VG,$620.27,ORD-528223589,A compact keyboard made with high-quality wood.,2026-07-21 18:39:08.831378
Waterproof Vacuum Cleaner,Nintendo,JHR-8939-ES,$880.63,ORD-309988639,A classic headphones made with high-quality bamboo.,2026-07-21 18:39:08.831391
Deluxe Smartwatch,Canon,EDE-7331-CE,$998.59,ORD-347366900,A waterproof camera made with high-quality cashmere.,2026-07-21 18:39:08.831405
Premium Backpack,Amazon Basics,PHT-8539-QN,$938.77,ORD-122471462,A handcrafted e-reader made with high-quality ceramic.,2026-07-21 18:39:08.831418
Vintage Air Purifier,Lenovo,GZO-4363-JH,$654.47,ORD-571574610,A compact power bank made with high-quality stainless steel.,2026-07-21 18:39:08.831431
Compact Webcam,Nintendo,NAH-5105-HZ,$315.51,ORD-604344857,A wireless webcam made with high-quality titanium.,2026-07-21 18:39:08.831444
Smart Camera,Dell,EVK-3402-WW,$241.33,ORD-502373872,A vintage camera made with high-quality cashmere.,2026-07-21 18:39:08.831457
Ultra Vacuum Cleaner,Sony,ZYO-5165-WZ,$996.69,ORD-569737074,A classic wireless earbuds made with high-quality cashmere.,2026-07-21 18:39:08.831470
Limited Edition Fitness Tracker,Dell,CTV-3826-PT,$768.20,ORD-315593339,A ultra power bank made with high-quality ceramic.,2026-07-21 18:39:08.831483
Waterproof Fitness Tracker,Garmin,DSC-9579-XD,$370.90,ORD-216440933,A ergonomic camera made with high-quality stainless steel.,2026-07-21 18:39:08.831496
Vintage Fitness Tracker,Bose,NDV-3136-NM,$765.81,ORD-147816259,A portable keyboard made with high-quality glass.,2026-07-21 18:39:08.831508
Organic Monitor,LG,TTO-7062-DL,$384.34,ORD-908995853,A eco-friendly keyboard made with high-quality cashmere.,2026-07-21 18:39:08.831521
Waterproof Vacuum Cleaner,Puma,BCB-7364-IB,$58.89,ORD-814946528,A waterproof air purifier made with high-quality glass.,2026-07-21 18:39:08.831534
Professional Jacket,Nintendo,PIS-5211-CA,$762.41,ORD-908200230,A heavy-duty power bank made with high-quality carbon fiber.,2026-07-21 18:39:08.831547
Eco-Friendly Smartwatch,Bose,SZB-3411-QA,$90.53,ORD-609370637,A handcrafted wireless earbuds made with high-quality wool.,2026-07-21 18:39:08.831560
Lightweight Backpack,Lenovo,TOO-1303-UN,$759.53,ORD-784691568,A classic jacket made with high-quality nylon.,2026-07-21 18:39:08.831574
Classic Yoga Mat,Panasonic,JPB-5780-QK,$537.41,ORD-904346247,A wireless gaming chair made with high-quality silicone.,2026-07-21 18:39:08.831588
Ultra Backpack,Canon,GWA-5981-QN,$345.30,ORD-668793552,A deluxe headphones made with high-quality cotton.,2026-07-21 18:39:08.831601
High-Performance Air Fryer,Microsoft,XGF-7515-YO,$675.51,ORD-959572917,A classic tablet made with high-quality polyester.,2026-07-21 18:39:08.831614
Eco-Friendly Robot Vacuum,Dyson,GWV-6232-AP,$127.72,ORD-907557921,A wireless robot vacuum made with high-quality bamboo.,2026-07-21 18:39:08.831627
Ultra Mouse,Dell,DPV-4211-XC,$975.29,ORD-548684655,A heavy-duty jacket made with high-quality recycled plastic.,2026-07-21 18:39:08.831640
Smart Yoga Mat,Anker,WFM-3972-JD,$162.59,ORD-779988722,A modern mouse made with high-quality nylon.,2026-07-21 18:39:08.831652
Smart Webcam,Canon,OIB-1710-LG,$72.12,ORD-860783548,A compact wireless earbuds made with high-quality wool.,2026-07-21 18:39:08.831665
Vintage Water Bottle,Sony,YXE-9095-XO,$23.34,ORD-266721278,A modern air fryer made with high-quality silicone.,2026-07-21 18:39:08.831678
Smart Keyboard,Panasonic,YND-3341-QP,$279.44,ORD-508890678,A premium blender made with high-quality bamboo.,2026-07-21 18:39:08.831691
Organic Smartphone,Panasonic,IOS-1558-CA,$829.78,ORD-274311823,A high-performance desk lamp made with high-quality titanium.,2026-07-21 18:39:08.831704
Eco-Friendly Blender,Adidas,AOI-6506-YD,$720.39,ORD-188342829,A smart drone made with high-quality ceramic.,2026-07-21 18:39:08.831717
Modern Jacket,ASUS,NBV-6827-CH,$825.22,ORD-563609712,A wireless desk lamp made with high-quality glass.,2026-07-21 18:39:08.831731
Handcrafted Keyboard,KitchenAid,PRV-7206-QX,$436.75,ORD-662737309,A portable jacket made with high-quality stainless steel.,2026-07-21 18:39:08.831743
Ultra Gaming Chair,Garmin,PYZ-3535-CY,$654.59,ORD-202113859,A compact coffee maker made with high-quality stainless steel.,2026-07-21 18:39:08.831757
Compact E-Reader,Levi's,LXO-6242-YX,$846.19,ORD-469748014,A lightweight yoga mat made with high-quality titanium.,2026-07-21 18:39:08.831770
Limited Edition Air Fryer,Nike,HIU-1218-XI,$29.58,ORD-538380911,A professional gaming chair made with high-quality nylon.,2026-07-21 18:39:08.831782
Eco-Friendly Air Fryer,Cuisinart,IAX-1638-TI,$894.03,ORD-574468525,A high-performance keyboard made with high-quality cotton.,2026-07-21 18:39:08.831795
Compact Monitor,HP,GAK-6361-DE,$170.37,ORD-684755688,A lightweight coffee maker made with high-quality nylon.,2026-07-21 18:39:08.831808
Wireless Blender,Anker,LKP-4597-HP,$899.04,ORD-385730501,A eco-friendly gaming chair made with high-quality stainless steel.,2026-07-21 18:39:08.831821
Deluxe Power Bank,Cuisinart,FXE-4840-DS,$226.15,ORD-520375101,A portable keyboard made with high-quality cotton.,2026-07-21 18:39:08.831834
Organic Backpack,Lenovo,EZD-7169-OX,$341.18,ORD-540648856,A vintage wireless earbuds made with high-quality titanium.,2026-07-21 18:39:08.831847
Professional Smartphone,Samsung,VLV-7907-BG,$465.89,ORD-807656608,A portable wireless earbuds made with high-quality silicone.,2026-07-21 18:39:08.831859
Ultra Blender,Nespresso,GPX-3622-TF,$758.06,ORD-140561270,A limited edition sneakers made with high-quality carbon fiber.,2026-07-21 18:39:08.831873
Smart Speaker,Samsung,CIC-4111-UO,$333.87,ORD-642589640,A lightweight vacuum cleaner made with high-quality polyester.,2026-07-21 18:39:08.831886
Organic Headphones,Cuisinart,BWG-4822-QJ,$580.72,ORD-821450353,A waterproof electric toothbrush made with high-quality ceramic.,2026-07-21 18:39:08.831899
Heavy-Duty Air Fryer,Logitech,JPT-4614-GE,$968.76,ORD-184385887,A modern robot vacuum made with high-quality stainless steel.,2026-07-21 18:39:08.831912
Modern Tablet,The North Face,ZPJ-2454-YF,$236.14,ORD-263089122,A waterproof headphones made with high-quality bamboo.,2026-07-21 18:39:08.831925
Premium Backpack,Garmin,EAJ-4766-UV,$756.58,ORD-255094258,A limited edition electric toothbrush made with high-quality stainless steel.,2026-07-21 18:39:08.831938
Limited Edition Drone,Logitech,FMI-4260-HV,$827.05,ORD-720592414,A ergonomic fitness tracker made with high-quality cotton.,2026-07-21 18:39:08.831951
Premium Keyboard,Amazon Basics,XFB-2084-ZR,$758.12,ORD-386709787,A heavy-duty webcam made with high-quality leather.,2026-07-21 18:39:08.831964
Premium Headphones,Dyson,WES-9031-XR,$857.55,ORD-167096856,A wireless mouse made with high-quality aluminum.,2026-07-21 18:39:08.831977
Waterproof Power Bank,Adidas,VKB-1614-TN,$218.71,ORD-461201375,A lightweight power bank made with high-quality leather.,2026-07-21 18:39:08.831989
Vintage Keyboard,Cuisinart,AGK-7669-TN,$187.35,ORD-172651720,A vintage backpack made with high-quality cotton.,2026-07-21 18:39:08.832003
Organic Drone,Amazon Basics,YBN-5552-TG,$514.81,ORD-574019342,A portable coffee maker made with high-quality carbon fiber.,2026-07-21 18:39:08.832017
Premium Drone,Philips,DEY-9472-MT,$322.47,ORD-187148534,A heavy-duty sneakers made with high-quality cotton.,2026-07-21 18:39:08.832030
Handcrafted Power Bank,ASUS,KCR-8049-YS,$135.99,ORD-758524146,A modern keyboard made with high-quality silicone.,2026-07-21 18:39:08.832043
Lightweight Backpack,JBL,TUG-1998-JO,$41.08,ORD-719166843,A lightweight drone made with high-quality wool.,2026-07-21 18:39:08.832056
Smart Air Purifier,Levi's,UVF-8065-PF,$598.66,ORD-531842913,A organic speaker made with high-quality cashmere.,2026-07-21 18:39:08.832069
Waterproof Smartphone,JBL,GGO-4067-KP,$5.51,ORD-746646797,A limited edition e-reader made with high-quality stainless steel.,2026-07-21 18:39:08.832082
Waterproof Desk Lamp,Adidas,YID-1163-SL,$518.50,ORD-599999552,A high-performance air fryer made with high-quality aluminum.,2026-07-21 18:39:08.832095
Portable Air Fryer,Nike,IMY-8062-GJ,$337.39,ORD-974943614,A classic headphones made with high-quality nylon.,2026-07-21 18:39:08.832108
High-Performance Electric Toothbrush,Microsoft,AWI-3073-LH,$694.89,ORD-797688543,A waterproof gaming chair made with high-quality ceramic.,2026-07-21 18:39:08.832121
Deluxe Power Bank,Panasonic,EXK-3533-QW,$890.35,ORD-723253763,A compact air fryer made with high-quality polyester.,2026-07-21 18:39:08.832135
Waterproof Vacuum Cleaner,Dell,ERX-1963-TC,$427.24,ORD-874383182,A professional laptop made with high-quality wool.,2026-07-21 18:39:08.832149
Vintage Headphones,Bose,HGH-1921-UO,$141.59,ORD-343961236,A handcrafted tablet made with high-quality carbon fiber.,2026-07-21 18:39:08.832162
Waterproof Air Purifier,Panasonic,IKW-9470-CP,$813.74,ORD-226830625,A modern drone made with high-quality polyester.,2026-07-21 18:39:08.832175
Heavy-Duty Coffee Maker,Garmin,EPM-9797-KY,$529.92,ORD-213412074,A wireless drone made with high-quality glass.,2026-07-21 18:39:08.832188
Compact Speaker,Canon,HYN-9067-NT,$31.96,ORD-165863855,A smart wireless earbuds made with high-quality bamboo.,2026-07-21 18:39:08.832202
Classic Mouse,KitchenAid,QXX-1169-ME,$209.12,ORD-587076766,A heavy-duty e-reader made with high-quality carbon fiber.,2026-07-21 18:39:08.832215
Classic Coffee Maker,The North Face,CIT-4676-WI,$475.37,ORD-714626115,A classic mouse made with high-quality stainless steel.,2026-07-21 18:39:08.832228
Deluxe Water Bottle,Adidas,QXF-4389-BV,$330.26,ORD-327118804,A modern air purifier made with high-quality recycled plastic.,2026-07-21 18:39:08.832241
Limited Edition Speaker,Nespresso,ZEC-3453-AY,$139.77,ORD-146566048,A heavy-duty laptop made with high-quality leather.,2026-07-21 18:39:08.832254
Professional Sneakers,Samsung,UIT-4150-GF,$535.86,ORD-832479022,A portable water bottle made with high-quality polyester.,2026-07-21 18:39:08.832267
Ultra Vacuum Cleaner,JBL,UUX-2986-DH,$267.27,ORD-466311849,A limited edition coffee maker made with high-quality glass.,2026-07-21 18:39:08.832279
Classic Sneakers,HP,LWI-4624-CH,$43.13,ORD-526928652,A wireless e-reader made with high-quality nylon.,2026-07-21 18:39:08.832292
Vintage Mouse,Amazon Basics,WKK-3053-WD,$463.84,ORD-252180421,A vintage smartphone made with high-quality wood.,2026-07-21 18:39:08.832305
Waterproof Monitor,HP,ATM-8122-HK,$20.38,ORD-428699838,A limited edition fitness tracker made with high-quality bamboo.,2026-07-21 18:39:08.832318
Wireless Keyboard,Samsung,CMY-3252-MB,$61.12,ORD-807274248,A lightweight wireless earbuds made with high-quality silicone.,2026-07-21 18:39:08.832331
Deluxe Smartphone,Amazon Basics,RTW-5090-FO,$685.76,ORD-691998817,A professional sneakers made with high-quality carbon fiber.,2026-07-21 18:39:08.832344
Professional Gaming Chair,HP,VAP-1528-CL,$862.73,ORD-185585381,A wireless air fryer made with high-quality nylon.,2026-07-21 18:39:08.832357
Premium Keyboard,Garmin,KCJ-2957-QT,$246.17,ORD-733845439,A smart mouse made with high-quality polyester.,2026-07-21 18:39:08.832370
Lightweight Speaker,New Balance,IOV-7406-XT,$412.63,ORD-784512212,A smart jacket made with high-quality carbon fiber.,2026-07-21 18:39:08.832383
Modern Electric Toothbrush,Lenovo,RZU-3392-LU,$5.44,ORD-374292618,A premium backpack made with high-quality cashmere.,2026-07-21 18:39:08.832396
Compact Gaming Chair,Sony,PZR-3792-NF,$943.84,ORD-585692594,A limited edition drone made with high-quality stainless steel.,2026-07-21 18:39:08.832409
Heavy-Duty Headphones,Canon,ADA-3851-SR,$64.76,ORD-412778515,A compact jacket made with high-quality silicone.,2026-07-21 18:39:08.832422
Lightweight Camera,KitchenAid,TLP-1709-PS,$718.26,ORD-743076956,A deluxe desk lamp made with high-quality titanium.,2026-07-21 18:39:08.832435
Deluxe Camera,ASUS,NER-4120-VG,$54.83,ORD-358762356,A limited edition jacket made with high-quality carbon fiber.,2026-07-21 18:39:08.832447
High-Performance Smartwatch,HP,UTV-1104-DU,$663.17,ORD-654897782,A smart water bottle made with high-quality cotton.,2026-07-21 18:39:08.832461
Vintage Coffee Maker,JBL,UTJ-1835-BI,$329.48,ORD-881263739,A vintage gaming chair made with high-quality wool.,2026-07-21 18:39:08.832473
Modern Sneakers,Apple,LZH-8361-GW,$948.52,ORD-556888850,A deluxe gaming chair made with high-quality glass.,2026-07-21 18:39:08.832486
Limited Edition Backpack,LG,IKX-5080-NO,$600.68,ORD-533636731,A handcrafted electric toothbrush made with high-quality titanium.,2026-07-21 18:39:08.832499
Portable Backpack,Panasonic,SJA-6854-IL,$890.50,ORD-538755737,A organic speaker made with high-quality ceramic.,2026-07-21 18:39:08.832512
Organic Blender,Nespresso,IMD-7903-FI,$171.99,ORD-953100430,A ultra camera made with high-quality glass.,2026-07-21 18:39:08.832525
Classic Air Fryer,Xiaomi,JOK-8251-GT,$194.46,ORD-500773407,A limited edition e-reader made with high-quality ceramic.,2026-07-21 18:39:08.832538
Wireless Smartphone,Microsoft,DGC-2952-SK,$250.38,ORD-211065874,A organic sneakers made with high-quality wool.,2026-07-21 18:39:08.832551
Ergonomic Jacket,Bose,PYL-4803-MN,$609.64,ORD-456152212,A high-performance keyboard made with high-quality polyester.,2026-07-21 18:39:08.832564
Organic Speaker,New Balance,ITH-4626-DT,$941.05,ORD-598646939,A handcrafted blender made with high-quality titanium.,2026-07-21 18:39:08.832577
Deluxe Air Fryer,Anker,WKJ-1600-HJ,$97.74,ORD-480797363,A lightweight blender made with high-quality titanium.,2026-07-21 18:39:08.832590
Waterproof Smartphone,Dell,WTL-2101-TA,$551.26,ORD-870538859,A wireless desk lamp made with high-quality glass.,2026-07-21 18:39:08.832603
Handcrafted Smartphone,Philips,JIR-6071-KL,$598.78,ORD-508069437,A vintage power bank made with high-quality glass.,2026-07-21 18:39:08.832616
Professional Headphones,Cuisinart,JKY-7608-OI,$498.22,ORD-859292375,A premium jacket made with high-quality cotton.,2026-07-21 18:39:08.832629
Portable Coffee Maker,Anker,VNA-6873-UJ,$233.31,ORD-507218384,A deluxe e-reader made with high-quality stainless steel.,2026-07-21 18:39:08.832642
Compact Smartphone,KitchenAid,PRK-6086-JE,$387.13,ORD-176618166,A premium monitor made with high-quality titanium.,2026-07-21 18:39:08.832655
Smart Monitor,Nintendo,OLK-9563-YO,$934.86,ORD-765375725,A modern fitness tracker made with high-quality nylon.,2026-07-21 18:39:08.832668
Ultra Robot Vacuum,Amazon Basics,TRC-8025-QV,$10.44,ORD-498050864,A limited edition sneakers made with high-quality ceramic.,2026-07-21 18:39:08.832681
Modern Yoga Mat,Adidas,ZKT-5086-TU,$862.78,ORD-302158847,A ergonomic drone made with high-quality cotton.,2026-07-21 18:39:08.832694
